date,prev_date,asset_idx,l2,cos
2024-06-21,2024-06-14,12,0.02202394047552277,1.5158086160704798e-05
2024-06-21,2024-06-14,13,0.004214951584128841,5.551873968334675e-07
2024-06-21,2024-06-14,14,0.008923107964316281,2.488207872963777e-06
2024-06-21,2024-06-14,15,0.006310115487646856,1.2443113768245695e-06
2024-06-21,2024-06-14,16,0.03463483878963206,3.748700519057291e-05
2024-06-21,2024-06-14,17,0.006079945822222059,1.155191002855105e-06
2024-06-21,2024-06-14,18,0.010950600451116396,3.7474017181571284e-06
2024-06-21,2024-06-14,19,0.022216383543621668,1.542414397515124e-05
2024-06-21,2024-06-14,20,0.014495417010619039,6.566225228543665e-06
2024-06-21,2024-06-14,21,0.007020377112566992,1.5401933103342813e-06
2024-06-21,2024-06-14,22,0.005926150227452869,1.0974878168479307e-06
2024-06-21,2024-06-14,23,0.005065056448095267,8.017204677912559e-07
2024-06-21,2024-06-14,24,0.014753559512027822,6.80217779425174e-06
2024-06-21,2024-06-14,25,0.01831173821180629,1.0478847204842268e-05
2024-06-21,2024-06-14,26,0.018252859878367098,1.0411568764134849e-05
2024-06-21,2024-06-14,27,0.00998764062284892,3.1173115677685104e-06
2024-06-21,2024-06-14,28,0.013405883814958322,5.616235353556043e-06
2024-06-21,2024-06-14,29,0.016730308639103592,8.747064147551775e-06
2024-06-21,2024-06-14,30,0.01687993038605051,8.904215948013494e-06
2024-06-21,2024-06-14,31,0.008459571194194269,2.2364083238635146e-06
2024-06-21,2024-06-14,32,0.006098563432442878,1.1622764546359576e-06
2024-06-21,2024-06-14,33,0.004712484671084386,6.939918012482948e-07
2024-06-21,2024-06-14,34,0.003858736155817626,4.6531241582048466e-07
2024-06-21,2024-06-14,35,0.02280989426989093,1.6259266893414726e-05
2024-06-21,2024-06-14,36,0.010266911013854253,3.2940788377011643e-06
2024-06-21,2024-06-14,37,0.009596232755714463,2.87776898744152e-06
2024-06-21,2024-06-14,38,0.00918627101928014,2.637138256322835e-06
2024-06-21,2024-06-14,39,0.00443648526113482,6.150813189886861e-07
2024-06-21,2024-06-14,40,0.008417268598910708,2.2140978722662297e-06
2024-06-21,2024-06-14,41,0.004059203636132879,5.149156558914569e-07
2024-06-21,2024-06-14,42,0.0159959733192523,7.996054498526917e-06
2024-06-21,2024-06-14,43,0.011259571792172558,3.961850904232733e-06
2024-06-21,2024-06-14,44,0.0023134264206423833,1.6724993234795704e-07
2024-06-21,2024-06-14,45,0.011584142235459838,4.19355274283717e-06
2024-06-21,2024-06-14,46,0.00952901942028106,2.837597665061864e-06
2024-06-21,2024-06-14,47,0.0031915467529369415,3.183148378216316e-07
2024-06-28,2024-06-21,0,0.014378923480847338,6.461110114153179e-06
2024-06-28,2024-06-21,1,0.011326303270395197,4.008951538181371e-06
2024-06-28,2024-06-21,2,0.00896963640368479,2.514224634930784e-06
2024-06-28,2024-06-21,3,0.02664569537431588,2.2187506226178932e-05
2024-06-28,2024-06-21,4,0.015791497633917326,7.792934417549802e-06
2024-06-28,2024-06-21,5,0.022432279806463666,1.5725381673714622e-05
2024-06-28,2024-06-21,6,0.012338031726523138,4.757142173295037e-06
2024-06-28,2024-06-21,7,0.007797604819211218,1.9001017026454292e-06
2024-06-28,2024-06-21,8,0.011045357361869639,3.8125360514174034e-06
2024-06-28,2024-06-21,9,0.0175511480568248,9.62643214474923e-06
2024-06-28,2024-06-21,10,0.0115902688836195,4.197990305820909e-06
2024-06-28,2024-06-21,11,0.005808739479564382,1.0544311090932013e-06
2024-06-28,2024-06-21,12,0.01023366457286263,3.272779145913063e-06
2024-06-28,2024-06-21,13,0.007235196581826782,1.6358936532068213e-06
2024-06-28,2024-06-21,14,0.011616629046912937,4.217106598924936e-06
2024-06-28,2024-06-21,15,0.020140562665573652,1.2676449120063715e-05
2024-06-28,2024-06-21,16,0.010348406024868627,3.3465809115007517e-06
2024-06-28,2024-06-21,17,0.007686763166383913,1.8464661618589062e-06
2024-06-28,2024-06-21,18,0.015220166108793141,7.239243592915834e-06
2024-06-28,2024-06-21,19,0.016785374336538508,8.804738421797076e-06
2024-06-28,2024-06-21,20,0.00938982139833922,2.755301024115475e-06
2024-06-28,2024-06-21,21,0.011359667577986126,4.032604091319669e-06
2024-06-28,2024-06-21,22,0.009356432640265458,2.7357409362327445e-06
2024-06-28,2024-06-21,23,0.00717611064042117,1.609283855064092e-06
2024-06-28,2024-06-21,24,0.02237809829226715,1.5649510137660805e-05
2024-06-28,2024-06-21,25,0.0261457436024766,2.1362711993377914e-05
2024-06-28,2024-06-21,26,0.007673864244111429,1.8402746476686715e-06
2024-06-28,2024-06-21,27,0.010482020789993631,3.4335583307676387e-06
2024-06-28,2024-06-21,28,0.016876983971783388,8.901107404257758e-06
2024-06-28,2024-06-21,29,0.01872939787367756,1.0962308318207548e-05
2024-06-28,2024-06-21,30,0.01995937521816303,1.2449395465297108e-05
2024-06-28,2024-06-21,31,0.01855692119095501,1.076133770006038e-05
2024-06-28,2024-06-21,32,0.03241744965149776,3.2840671916667397e-05
2024-06-28,2024-06-21,33,0.008029283752617498,2.014688789797603e-06
2024-06-28,2024-06-21,34,0.006162645216793061,1.1868305196394147e-06
2024-06-28,2024-06-21,35,0.011173555857450189,3.901550004514753e-06
2024-06-28,2024-06-21,36,0.03273662057106427,3.349053199097618e-05
2024-06-28,2024-06-21,37,0.004921286177982695,7.568531565915748e-07
2024-06-28,2024-06-21,38,0.01945346216922178,1.1826280684967827e-05
2024-06-28,2024-06-21,39,0.011638305326297987,4.232859875941131e-06
